title,num_peaks,search_mean,search_volume,budget,genres,original_language,production_companies,production_countries,release_date,runtime,weekend_rev,weekend_rev_mean,num_theaters,success,day,month,holiday,year,log_budget,log_weekend_rev,log_weekend_rev_mean,views,likes,dislikes,dt_main,dt_trailers,dt_trailers_cat,views_proxy,like_score,like_score_proxy,log_views,log_like_score,log_search_mean,log_search_volume,log_views_proxy,log_like_score_proxy
Left Behind,2,15.384615384615385,800,16000000,"['Thriller', 'Action', 'Science Fiction']",en,['Stoney Lake Entertainment'],['United States of America'],2014-10-03,110.0,2158780,2489,867.0,0.13492375,Fri,Oct,Yes,2014,7.204119982655924,6.334208385894068,3.3960248966085933,6983169.0,13275.0,2629.0,61,70,pos,676624.0,5828820.95542002,564775.1257545272,6.844052552549295,6.7655807152495635,1.1870866433571443,2.9030899869919438,5.830347398244615,13.244182923388454
Legend,3,27.32075471698113,1448,25000000,"['Crime', 'Thriller']",en,"['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment (ACE)']","['United Kingdom', 'United States of America', 'France']",2015-09-09,131.0,4261154,3589,1187.0,0.17044616,Wed,Sep,Yes,2015,7.397940008672037,6.6295272300797405,3.55497345833324,1589746.5,4698.0,267.0,353,-280,neg,455134.0,1504255.6006042296,430658.5160120846,6.201327877510119,6.177321637120306,1.4364926922603392,3.1607685618611283,5.658139279938026,12.973070748808947
Letters to Juliet,2,14.115384615384615,734,30000000,"['Comedy', 'Drama', 'Romance']",en,"['Summit Entertainment', 'Applehead Pictures']",['United States of America'],2010-05-14,105.0,13540486,4562,2968.0,0.4513495333333333,Fri,May,Yes,2010,7.477121254719663,7.131634252482827,3.6591552809406296,26931.0,26.0,1.0,173,-77,neg,1555.0,25933.555555555555,1497.4074074074074,4.430252479903108,4.413862063714938,1.1496927162812713,2.8656960599160706,3.1917303933628562,7.311490496630488
Life After Beth,2,9.5,494,2400000,"['Romance', 'Comedy', 'Horror']",en,"['Abbolita Productions', 'Starstream Entertainment', 'Destro Films', 'A24']",['United States of America'],2014-08-15,90.0,15843,7922,2.0,0.00660125,Fri,Aug,No,2014,6.380211241711607,4.199837422208157,3.898834838068274,382067.0,832.0,93.0,54,154,pos,53769.0,343653.7772972973,48363.035675675674,5.582139528301294,5.536121121852985,0.9777236052888477,2.693726948923647,4.73053195951003,10.78649107520849
Life As We Know It,2,12.788461538461538,665,38000000,"['Comedy', 'Romance', 'Drama']",en,"['Josephson Entertainment', 'Gold Circle Films']",['United States of America'],2010-10-02,114.0,14506464,4605,3150.0,0.3817490526315789,Sat,Oct,Yes,2010,7.579783596616809,7.161561564578699,3.6632296345328683,34013.0,36.0,2.0,132,-91,neg,1595.0,32222.842105263157,1511.0526315789473,4.531644939077263,4.50816384322774,1.1068183016683055,2.8228216453031045,3.2027606873931997,7.320561793948669
Life of Pi,2,13.173076923076923,685,120000000,"['Adventure', 'Drama', 'Action']",en,"['Ingenious Film Partners', 'Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Big Screen Productions', 'Haishang Films']","['United States of America', 'Taiwan', 'United Kingdom']",2012-11-20,127.0,22451514,7670,2927.0,0.18709595,Tue,Nov,Yes,2012,8.079181246047625,7.351245632630004,3.8847953639489807,5899234.0,12901.0,896.0,121,-63,neg,352672.0,5516127.986808727,329768.8970065956,6.770795623308189,6.741634334247819,1.1196872278576264,2.8356905714924254,5.547370980710288,12.70614737600837
Lincoln,3,15.622641509433961,828,65000000,"['History', 'Drama']",en,"['DreamWorks', 'Amblin Entertainment', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'Participant Media', 'Reliance Entertainment']","['India', 'United States of America']",2012-11-09,149.0,944308,85846,11.0,0.014527815384615384,Fri,Nov,Yes,2012,7.812913356642857,5.9751136689630195,4.9337200639885035,2873304.75,6159.75,853.75,61,210,pos,356369.0,2523538.7372656306,312988.37210379983,6.458381690810728,6.402009975703976,1.1937544671840912,2.9180303367848803,5.551899918388152,12.653921319004104
Lion,4,45.15094339622642,2393,12000000,['Drama'],en,"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']","['Australia', 'United Kingdom', 'United States of America']",2016-11-24,118.0,123360,30840,4.0,0.01028,Thu,Nov,Yes,2016,7.079181246047625,5.091174360706882,4.489114369378919,678654.3333333335,1396.666666666667,128.0,368,-273,neg,309857.0,621679.4177233641,283843.64451246173,5.8316486264883585,5.793566489183925,1.6546668290126483,3.378942698613437,5.491161311771913,12.556178818045094
Little Boy,4,28.11320754716981,1490,20000000,"['Comedy', 'Drama', 'War']",en,"['Metanoia Films', 'Santa Fé Films']","['Mexico', 'United States of America']",2015-04-23,106.0,2750356,2632,1045.0,0.1375178,Thu,Apr,No,2015,7.301029995663981,6.439388911586268,3.4202858849419178,6166204.0,23364.0,1291.0,123,0,zero,664136.0,5843325.502169945,629360.1096734942,6.790017888637125,6.766660079337625,1.448910398811485,3.173186268412274,5.822257022141566,13.352458883265049
Live by Night,2,8.576923076923077,446,108000000,"['Crime', 'Drama']",en,"['Appian Way', 'Warner Bros.', 'Pearl Street Films']",['United States of America'],2016-12-25,129.0,33336,8334,4.0,0.0003086666666666667,Sun,Dec,Yes,2016,8.03342375548695,4.522913487449221,3.9208534961212593,3247053.333333333,7908.666666666668,409.66666666666674,112,-70,neg,700713.0,3087140.3480932345,666203.8324183531,6.511489422035963,6.489556373899621,0.9333315150773427,2.649334858712142,5.84554017483037,13.409350957379557
Locke,3,16.660377358490567,883,2000000,"['Drama', 'Thriller']",en,"['IM Global', 'Shoebox Films', 'A24']","['United Kingdom', 'United States of America']",2014-04-10,85.0,81006,20252,4.0,0.040503,Thu,Apr,No,2014,6.301029995663981,4.908517187648851,4.306467918714803,722831.0,773.0,91.0,53,154,pos,93283.0,646699.4942129629,83458.05439814815,5.859036769843845,5.810702521283277,1.2216848339767796,2.9459607035775686,4.969802504637227,11.332099442085516
Logan,2,6.673076923076923,347,97000000,"['Action', 'Drama', 'Science Fiction']",en,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'TSG Entertainment']",['United States of America'],2017-02-28,137.0,7137,7137,1.0,7.357731958762887e-05,Tue,Feb,Yes,2017,7.986771734266245,3.8535156967569284,3.8535156967569284,12214190.875,106091.25,1950.25,135,-91,neg,3456846.0,11993713.320042241,3394446.7005502516,7.086864702569255,7.078953663893816,0.8243261311560746,2.5403294747908736,6.538680032466923,15.037651330891993
London Boulevard,4,9.716981132075471,515,25000000,"['Drama', 'Crime']",en,"['GK Films', 'Henceforth', 'Projection Pictures', 'London Boulevard']","['United Kingdom', 'United States of America']",2010-11-10,103.0,3431,3431,1.0,0.00013724,Wed,Nov,Yes,2010,7.397940008672037,3.5354207180561734,3.5354207180561734,202380.0,139.0,18.0,38,280,pos,21727.0,179177.1974522293,19236.006369426752,5.306167591572845,5.253282739417706,0.9875313594404019,2.711807229041191,4.336999764360528,9.864539133517624
London Has Fallen,3,11.903846153846153,619,60000000,"['Action', 'Crime', 'Thriller']",en,"['Millennium Films', 'LHF Film', 'Gerard Butler Alan Siegel Entertainment', 'Nu Boyana Film Studios']","['Bulgaria', 'United States of America', 'United Kingdom']",2016-03-02,99.0,21635601,6199,3490.0,0.36059335,Wed,Mar,No,2016,7.778151250383644,7.335168963660389,3.7923216363515735,1078459.5,1912.5,211.0,248,0,zero,280648.0,971299.1729456086,252761.61996703554,6.032803840438308,5.987353018937265,1.0756873053853189,2.791690649020118,5.448161951625854,12.440202109978404
Lone Survivor,2,9.169811320754716,486,40000000,"['Action', 'Drama', 'Thriller', 'War']",en,"['Universal Pictures', 'Weed Road Pictures', 'Herrick Entertainment', 'Leverage Management', 'Closest to the Hole Productions', 'Emmett/Furla Films', 'Envision Entertainment Corporation', 'Film 44', 'Foresight Unlimited', 'Hollywood Studios International', 'Spikings Entertainment']",['United States of America'],2013-12-24,121.0,90872,45436,2.0,0.0022718000000000005,Tue,Dec,Yes,2013,7.602059991327962,4.958430086536125,4.657400090872144,16200187.0,36375.0,3059.0,149,-105,neg,1460271.0,14943495.514657402,1346993.9043718618,7.20952002766605,7.174452197557142,0.9623603996615043,2.6866362692622934,6.164433460498817,14.113385930045856
Lost River,2,6.886792452830188,365,2000000,"['Fantasy', 'Thriller']",en,"['Bold Films', 'Marc Platt Productions', 'Phantasma']",['United States of America'],2015-04-08,95.0,20828,6943,3.0,0.010414,Wed,Apr,No,2015,6.301029995663981,4.318647569003653,3.841547165256553,2803472.0,5366.0,346.0,325,-259,neg,670440.0,2633653.843137255,629828.6134453781,6.447696222889937,6.42055869245774,0.8380169948556857,2.5622928644564746,5.826359917407789,13.353203019207344
Louder Than Bombs,1,3.576923076923077,186,11000000,['Drama'],en,"['Motlys', 'Arte France Cinéma', 'Animal Kingdom']","['Denmark', 'France', 'Germany', 'Norway', 'United States of America']",2015-05-18,109.0,24259,6065,4.0,0.0022053636363636364,Mon,May,Yes,2015,7.0413926851582245,4.384872894492921,3.782830805202592,2511375.0,11206.0,308.0,288,0,zero,564178.0,2444195.6096925484,549086.2140003474,6.399911566663898,6.388135959676333,0.5535096005831172,2.2695129442179165,5.751416146929438,13.216010746414451
Love the Coopers,1,5.981132075471698,317,17000000,"['Comedy', 'Family']",en,"['Imagine Entertainment', 'Groundswell Productions', 'CBS Films']",['United States of America'],2015-11-12,107.0,8317545,3195,2603.0,0.4892673529411765,Thu,Nov,Yes,2015,7.230448921378274,6.9199951591890505,3.5044708624944194,116423.33333333331,129.66666666666666,14.666666666666664,81,0,zero,10513.0,104592.78675904541,9444.704387990761,5.066040029475136,5.019501734447479,0.7767833926169624,2.5010592622177517,4.0217266644137775,9.153209481191787
Lovelace,2,9.754716981132075,517,10000000,['Drama'],en,"['Helios-Filmproduktion', 'Animus Films', 'Millennium Films']",['United States of America'],2013-08-08,92.0,184536,1564,118.0,0.018453599999999997,Thu,Aug,No,2013,7.0,5.266081102615512,3.194236748723829,2990252.0,4407.0,275.0,200,-161,neg,324674.0,2814617.805211448,305604.083297736,6.475707789527691,6.449419430677005,0.9892146734931535,2.7134905430939424,5.511447511574455,12.630045697761599
Loving,3,17.58490566037736,932,9000000,"['Drama', 'Romance']",en,"['Big Beach Films', 'Raindog Films']","['United Kingdom', 'United States of America']",2016-11-04,123.0,159615,39904,4.0,0.017735,Fri,Nov,Yes,2016,6.954242509439325,5.203073702247287,4.601016431798449,302058.2,2073.8,211.4,117,-70,neg,61462.0,274115.30507614213,55776.25398214598,5.4800906300552645,5.437933284808184,1.2451400427531922,2.9694159123539814,4.78860668828013,10.929103501919283
Lucy,1,11.98076923076923,623,40000000,"['Action', 'Science Fiction']",en,"['Universal Pictures', 'TF1 Films Production', 'Canal+', 'EuropaCorp', 'Ciné+']","['France', 'United States of America']",2014-07-14,89.0,43899340,13835,3173.0,1.0974834999999998,Mon,Jul,No,2014,7.602059991327962,7.642457990936593,4.14097916347697,2178940.5,6860.0,258.5,106,0,zero,164040.0,2099814.8247524058,158083.07930041442,6.3382453711941755,6.322180997527198,1.0784847030243705,2.7944880466591697,5.214949760615447,11.970875992172125
MacGruber,1,7.3076923076923075,380,10000000,"['Action', 'Adventure', 'Comedy']",en,['Relativity Media'],['United States of America'],2010-05-21,90.0,4043495,1585,2551.0,0.4043495,Fri,May,Yes,2010,7.0,6.60675691041838,3.2000292665537704,206375.5,194.0,27.5,124,0,zero,8701.0,180753.25959367945,7620.740406320542,5.314658138466988,5.257086137838125,0.863780252982011,2.57978359661681,3.939569168655902,8.938628810144163
Macbeth,1,7.230769230769231,376,15000000,"['History', 'Drama', 'War']",en,"['Studio Canal', 'See-Saw Films', 'Creative Scotland', 'Film4', 'Anton Capital Entertainment (ACE)', 'DMC Films']","['France', 'United Kingdom', 'United States of America']",2015-08-16,113.0,644,644,1.0,4.293333333333333e-05,Sun,Aug,No,2015,7.176091259055681,2.808885867359812,2.808885867359812,1148185.5,4092.25,188.75,77,0,zero,90123.0,1097561.8108794675,86149.46198318149,6.0600120580256345,6.0404289875637955,0.8591845012928618,2.575187844927661,4.95483564001762,11.363838996819704
Machete,2,8.830188679245284,468,20000000,"['Action', 'Comedy', 'Thriller']",en,"['Dune Entertainment', 'Dune Entertainment III', 'Troublemaker Studios', 'Overnight Films']",['United States of America'],2010-09-01,105.0,11416164,4276,2670.0,0.5708082,Wed,Sep,Yes,2010,7.301029995663981,7.05752019905048,3.631037696536741,117001.0,325.0,15.0,122,-70,neg,5033.0,111839.19117647059,4810.955882352941,5.068189573648947,5.048594017585566,0.945969983473335,2.670245853074124,3.7018269303971394,8.478651071495891
Machine Gun Preacher,1,6.5,338,30000000,"['Action', 'Thriller', 'Crime']",en,"['Mpower Pictures', 'Relativity Media', '1984 Private Defense Contractors', 'Virgin Produced', 'Moonlighting Films', 'Apparatus Productions', 'GG Filmz', 'ITS Capital', 'Merlina Entertainment', 'MGP Productions', 'Safady Entertainment']",['United States of America'],2011-09-23,129.0,45130,11283,4.0,0.0015043333333333337,Fri,Sep,Yes,2011,7.477121254719663,4.654465333520147,4.0524245881420615,57355.0,61.0,1.0,166,0,zero,3819.0,56429.91935483871,3757.4032258064517,4.758571284098773,4.751509429611286,0.8129133566428556,2.5289167002776547,3.581949658373318,8.231483366353736
Maggie,1,8.461538461538462,440,4000000,['Horror'],en,"['Lionsgate', 'Grindstone Entertainment Group', 'Silver Reel', 'Sly Predator', 'Matt Baer Films', 'Gold Star Films', 'Lotus Entertainment (I)']","['Switzerland', 'United States of America']",2015-05-08,95.0,131175,1660,79.0,0.03279375,Fri,May,Yes,2015,6.6020599913279625,5.117851072870376,3.220108088040055,344454.0,790.0,13.0,47,0,zero,15404.0,338877.5342465753,15154.620174346202,5.537131232397329,5.53004277840909,0.9274493328513883,2.6434526764861874,4.187633509950693,9.626060726449104
Magic Mike,2,10.679245283018869,566,7000000,"['Drama', 'Comedy']",en,"['Extension 765', 'Iron Horse Entertainment (II)']",['United States of America'],2012-06-28,110.0,39127170,13354,2930.0,5.589595714285713,Thu,Jun,No,2012,6.845098040014258,7.592478437273786,4.125611371897464,2375810.0,2428.0,270.0,74,0,zero,82851.0,2138052.8836174943,74559.75833951075,6.375811705984667,6.330018443052001,1.0285405615874823,2.7528164311882715,4.918297754660738,11.21935620819959
Magic in the Moonlight,2,8.45945945945946,626,16800000,"['Comedy', 'Drama', 'Romance']",en,"['Perdido Productions', 'Harbor Picture Company']","['United Kingdom', 'United States of America']",2014-07-25,97.0,412095,24241,17.0,0.024529464285714286,Fri,Jul,No,2014,7.225309281725862,5.614997345207473,4.3845505315637165,2112735.0,3103.0,341.0,68,-14,neg,105714.0,1903547.2430313588,95246.96341463414,6.324845026983625,6.279563659786173,0.9273426134794535,2.7965743332104296,5.024132505946263,11.464228412319443
Man of Tai Chi,2,6.75,351,25000000,"['Action', 'Drama']",en,"['Universal Pictures', 'Village Roadshow Pictures', 'China Film Group Corporation (CFGC)', 'Company Films', 'Dalian Wanda Group']","['China', 'Hong Kong', 'United States of America']",2013-07-04,105.0,61054,555,110.0,0.00244216,Thu,Jul,No,2013,7.397940008672037,4.785714122351664,2.7442929831226763,6147146.0,8097.0,455.0,46,280,pos,1000484.0,5820093.6812441535,947254.3203928906,6.788673528110506,6.764929975185963,0.829303772831025,2.545307116465824,6.000210147677604,13.761322889855286
Man on a Ledge,5,10.326923076923077,537,42000000,"['Action', 'Thriller', 'Crime']",en,"['Summit Entertainment', 'Di Bonaventura Picture']",['United States of America'],2012-01-13,102.0,8001932,2669,2998.0,0.19052219047619048,Fri,Jan,Yes,2012,7.623249290397902,6.903194856446847,3.426348573787508,3748454.0,2857.0,207.0,117,-63,neg,188066.0,3495213.1455613575,175360.49673629244,6.573852185671995,6.543473665094171,1.0139709420647565,2.7299742856995555,5.274310287591526,12.074599115403677
Manchester by the Sea,2,10.075471698113208,534,9000000,['Drama'],en,"['Big Indie Pictures', 'Amazon Studios', 'Pearl Street Films', 'CMP Entertainment', 'K Period Media', 'B Story', 'The Affleck/Middleton Project']",['United States of America'],2016-11-18,135.0,256498,64125,4.0,0.028499777777777777,Fri,Nov,Yes,2016,6.954242509439325,5.4090839831228825,4.807027378119873,313336.0,526.0,28.0,299,-210,neg,126093.0,297499.523465704,119720.06859205777,5.496010294987558,5.473486274412868,1.0032653874277675,2.727541257028556,5.1006909775662965,11.692911534903807
Manglehorn,3,11.60377358490566,615,4000000,['Drama'],en,['Worldview Entertainment'],['United States of America'],2015-06-03,97.0,11227,3742,3.0,0.00280675,Wed,Jun,No,2015,6.6020599913279625,4.050263722645797,3.573103783163991,812840.0,1701.0,142.0,276,-238,neg,178903.0,750212.067281606,165118.8296256104,5.910005067173893,5.875184045567388,1.0645992461746276,2.788875115775417,5.252617623253353,12.014420673227022
Margin Call,4,15.754716981132075,835,3500000,"['Thriller', 'Drama']",en,"['Benaroya Pictures', 'Before the Door Pictures', 'Washington Square Films', 'Untitled Entertainment']",['United States of America'],2011-09-28,107.0,561906,10034,56.0,0.16054457142857145,Wed,Sep,Yes,2011,6.544068044350276,5.749663669491197,4.001474096691733,1949447.0,2284.0,104.0,66,126,pos,148884.0,1864546.4606365159,142399.93969849247,6.289911432434787,6.270573209551266,1.197410605882813,2.921686475483602,5.172848028275528,11.86639485449428
Marmaduke,2,12.192307692307692,634,50000000,"['Family', 'Comedy']",en,['Twentieth Century Fox Film Corporation'],['United States of America'],2010-06-04,87.0,11599661,3610,3213.0,0.23199322,Fri,Jun,No,2010,7.698970004336019,7.06444529715962,3.5575072019056577,120589.0,244.0,111.0,166,0,zero,6742.0,82883.70704225352,4633.938028169014,5.081307693731317,4.918469167014951,1.0860859142469335,2.8020892578817325,3.828788748184953,8.441162331611793
Mars Needs Moms,1,9.403846153846153,489,150000000,"['Adventure', 'Animation', 'Family']",en,['Walt Disney Animation Studios'],['United States of America'],2011-03-09,88.0,6914488,2218,3117.0,0.04609658666666667,Wed,Mar,No,2011,8.176091259055681,6.839760027249802,3.345961541813141,156708.0,196.0,71.0,108,0,zero,6428.0,115036.58426966293,4718.681647940075,5.195091167924685,5.060835977916587,0.973305515488821,2.6893088591236203,3.808075868091307,8.45928472768767
Masterminds,2,9.226415094339623,489,25000000,"['Action', 'Comedy', 'Crime']",en,"['Broadway Video', 'Relativity Media', 'Surefire Entertainment Capital', 'Michaels-Goldwyn']","['United States of America', 'Puerto Rico']",2016-09-29,94.0,1014606,855,1187.0,0.04058424,Thu,Sep,Yes,2016,7.397940008672037,6.006297426243938,2.9319661147281737,1202685.666666667,3349.666666666666,104.66666666666669,60,70,pos,250560.0,1166244.1633053496,242968.0054038406,6.080152135178492,6.0667894832492,0.9650329895228312,2.6893088591236203,5.39891174037785,12.400685048649317
Max,3,15.76923076923077,820,20000000,"['Adventure', 'Drama', 'Family']",en,"['Sunswept Entertainment', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Reel Chefs Catering']",['United States of America'],2015-06-26,111.0,30157,5026,6.0,0.00150785,Fri,Jun,No,2015,7.301029995663981,4.47938813599586,3.7012224842565566,7605856.0,32673.0,1621.0,47,287,pos,1970796.0,7246344.348515775,1877640.9199276841,6.881148098751424,6.860118967996462,1.1978105087489175,2.9138138523837167,6.294641672143722,14.445526717022249
Max Steel,2,10.5,546,10000000,"['Action', 'Adventure', 'Science Fiction']",en,"['Ingenious Media', 'Mattel Entertainment', 'Dolphin Entertainment']","['United Kingdom', 'United States of America']",2016-10-14,92.0,2182216,1073,2034.0,0.2182216,Fri,Oct,Yes,2016,7.0,6.338897735695635,3.0305997219659515,1477737.0,3803.0,766.0,54,168,pos,467985.0,1229992.079448457,389526.58240315167,6.169597147447013,6.089902314802891,1.021189299069938,2.7371926427047373,5.670231933156114,12.872687389469068
Me Before You,1,7.9245283018867925,420,20000000,"['Drama', 'Romance']",en,"['New Line Cinema', 'Sunswept Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2016-06-02,110.0,18723269,6924,2704.0,0.93616345,Thu,Jun,No,2016,7.301029995663981,7.272381676919004,3.840357059203357,3654278.0,16156.0,559.0,123,0,zero,610701.0,3532067.9250972182,590277.3171402932,6.562801583321233,6.548029046890596,0.8989734207971114,2.6232492903979003,5.785828631137385,13.288347734504194
Meet Monica Velour,1,5.826923076923077,303,5000000,"['Comedy', 'Drama', 'Romance']",en,[],['United States of America'],2010-06-04,98.0,7438,3719,2.0,0.0014876,Fri,Jun,No,2010,6.698970004336019,3.8714561740229536,3.5704261783589724,351252.0,180.0,30.0,47,0,zero,5793.0,301073.14285714284,4965.428571428572,5.545618805757239,5.478672016126626,0.7654392848675058,2.481442628502305,3.762903528499057,8.510254891269366
Midnight Special,1,11.264150943396226,597,18000000,"['Adventure', 'Drama', 'Science Fiction']",en,"['Warner Bros.', 'Faliro House Productions', 'Tri-State Pictures']",['United States of America'],2016-02-18,112.0,190012,38002,5.0,0.010556222222222222,Thu,Feb,Yes,2016,7.255272505103306,5.278781029211856,4.579806453619626,1407750.0,3840.666666666666,253.66666666666663,95,0,zero,164497.0,1320532.0768541887,154305.49816819993,6.148525536013047,6.120748955055683,1.05169846152858,2.775974331129369,5.216157981949664,11.946689670692432
Midnight in Paris,2,7.622641509433962,404,30000000,"['Fantasy', 'Comedy', 'Romance']",en,"['Gravier Productions', 'Televisió de Catalunya (TV3)', 'Versátil Cinema', 'Mediapro', 'Pontchartrain Productions']","['Spain', 'United States of America']",2011-05-11,94.0,599003,99834,6.0,0.01996676666666667,Wed,May,Yes,2011,7.477121254719663,5.777428997481438,4.999278472126081,721337.0,1576.0,59.0,45,84,pos,35914.0,695307.1021406727,34618.02079510703,5.858138209305978,5.842176665463209,0.882105495509816,2.606381365110605,4.555263778314128,10.452129657688314
Million Dollar Arm,2,9.384615384615385,488,25000000,['Drama'],en,['Walt Disney Pictures'],['United States of America'],2014-05-09,124.0,10515659,3483,3019.0,0.42062636,Fri,May,Yes,2014,7.397940008672037,7.021836494435134,3.541953474458236,1827991.0,5261.0,201.0,138,-98,neg,167505.0,1760721.4666788722,161340.86506774076,6.261974053181205,6.24569065917465,0.9724164783679115,2.6884198220027105,5.22402777519376,11.99127458024516
Minions,2,6.30188679245283,334,74000000,"['Family', 'Animation', 'Adventure', 'Comedy']",en,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2015-06-17,91.0,115718405,26905,4301.0,1.5637622297297298,Wed,Jun,No,2015,7.869231719730977,8.063402438936603,4.429832996382513,22332580.33333333,64419.33333333334,5542.666666666668,227,-91,neg,4256504.0,20563304.889603555,3919286.898754562,7.348938904880058,7.313092914796641,0.7994705972107754,2.5237464668115646,6.629053045851757,15.181420281635342
Miracles from Heaven,1,5.596153846153846,291,16000000,['Drama'],en,"['TriStar Pictures', 'Sony Pictures Entertainment']",['United States of America'],2016-03-17,117.0,14812393,4861,3047.0,0.9257745625,Thu,Mar,No,2016,7.204119982655924,7.170625226160767,3.6867256210745416,7221838.0,32635.0,1471.0,123,0,zero,1092603.0,6910358.386500909,1045478.7692781328,6.858647742122493,6.839500571432608,0.7478896453511081,2.4638929889859074,6.038462388638436,13.85998549088054
Miss Sloane,1,5.584905660377358,296,13000000,"['Drama', 'Thriller']",en,"['France 2 Cinéma', 'Canal+', 'FilmNation Entertainment', 'Ciné+', 'Transfilm', 'France Télévisions Distribution', 'Archery Pictures']","['France', 'United States of America']",2016-11-25,132.0,59797,19932,3.0,0.004599769230769231,Fri,Nov,Yes,2016,7.113943352306838,4.7766793960932965,4.299550878499018,1280513.5,1006.0,665.0,75,0,zero,187575.0,770913.5733093956,112926.66068222621,6.107384161441387,5.887005692267905,0.7470158414581495,2.4712917110589387,5.273174955122203,11.63449386647822
Money Monster,2,8.415094339622641,446,27000000,['Thriller'],en,"['TriStar Pictures', 'Sony Pictures Releasing', 'Smokehouse Pictures', 'LStar Capital', 'Allegiance Theater']",['United States of America'],2016-05-12,98.0,14788157,4764,3104.0,0.5477095185185186,Thu,May,Yes,2016,7.431363764158987,7.169914052657879,3.6779717528107403,2787420.0,3740.5,384.5,123,-77,neg,452910.0,2527598.669090909,410693.29818181816,6.445202411820477,6.402708118013906,0.9250589891113528,2.649334858712142,5.656011909768569,12.92560198177357
Moneyball,1,5.943396226415095,315,50000000,['Drama'],en,"['Columbia Pictures', 'Scott Rudin Productions']",['United States of America'],2011-09-22,133.0,19501302,6516,2993.0,0.39002604,Thu,Sep,Yes,2011,7.698970004336019,7.290063607902974,3.8139810756364714,4821136.0,5074.0,296.0,102,0,zero,202369.0,4555389.956052141,191214.20968342645,6.683149382720605,6.658525559906761,0.7740346841888115,2.4983105537896004,5.3061439856377985,12.161149595265924
Monster Trucks,2,12.49056603773585,662,125000000,"['Action', 'Comedy', 'Science Fiction']",en,"['Paramount Pictures', 'Nickelodeon Movies', 'Disruption Entertainment', 'Paramount Animation']",['United States of America'],2016-12-21,105.0,10950705,3511,3119.0,0.08760564,Wed,Dec,Yes,2016,8.096910013008056,7.039442079701596,3.545430829465351,806131.3333333335,1905.5,561.6666666666666,94,105,pos,262984.0,622610.2502195502,203113.96824967914,5.906405801973203,5.794216266325849,1.096582119838911,2.8208579894397,5.419929326728972,12.221522520435864
Monte Carlo,3,22.307692307692307,1160,20000000,"['Adventure', 'Comedy', 'Romance']",en,"['Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'DiNovi Pictures', 'Dune Entertainment III', 'Blossom Films']","['Hungary', 'United States of America']",2011-07-01,109.0,7453944,3014,2473.0,0.3726972,Fri,Jul,No,2011,7.301029995663981,6.872386125661938,3.4791432479786133,12633197.0,34996.0,1893.0,89,287,pos,1704371.0,11984910.46686004,1616909.309441839,7.101513268509583,7.078634793989709,1.3484546455921194,3.0644579892269186,6.2315641360382,14.29602705129797
Moonlight,4,18.73076923076923,974,4000000,['Drama'],en,"['Plan B Entertainment', 'Upload Films', 'A24', 'Pastel']",['United States of America'],2016-10-21,111.0,7126,3563,2.0,0.0017815,Fri,Oct,Yes,2016,6.6020599913279625,3.8528458180149974,3.551815822351016,1056540.7333333334,3189.066666666666,346.06666666666666,75,301,pos,468466.0,953112.2356485062,422606.211477172,6.023886245279369,5.979144044869987,1.2725556132438163,2.9885589568786157,5.670678076444266,12.954196082298319
Moonrise Kingdom,1,5.754716981132075,305,16000000,"['Comedy', 'Drama', 'Romance']",en,"['Scott Rudin Productions', 'Indian Paintbrush', 'Focus Features', 'American Empirical Pictures', 'Moonrise']",['United States of America'],2012-05-16,94.0,522996,130749,4.0,0.03268725,Wed,May,Yes,2012,7.204119982655924,5.718498367290658,5.1164383759626935,960682.0,3788.5,65.0,129,0,zero,55823.0,944477.4249383677,54881.38977552874,5.98257965353719,5.97519158180061,0.7600239697459967,2.484299839346786,4.7468131723252345,10.91292958597724
Morgan,4,40.056603773584904,2123,8000000,"['Horror', 'Science Fiction', 'Thriller']",en,"['Twentieth Century-Fox', 'TSG Entertainment']",['United States of America'],2016-09-01,92.0,2012709,996,2021.0,0.251588625,Thu,Sep,Yes,2016,6.903089986991943,6.3037809885847,2.9982593384236984,2423064.0,4994.0,585.6666666666666,67,294,pos,990630.0,2168728.4095824123,886649.0626680207,6.38436488523935,6.336205168609465,1.6026741245652096,3.326949994165999,5.9959114759149355,13.695204537758865
